x-axis,1,2
second,Volt,Volt
-110.00000E-03,+2.95493085E+00,+2.48256911E+00
-109.97135E-03,+2.46749365E+00,+356.94100E-03
-109.94271E-03,+301.66455E-03,+573.02143E-03
-109.91406E-03,+507.69475E-03,+3.03533292E+00
-109.88542E-03,+2.95493085E+00,+2.95493084E+00
-109.85677E-03,+2.95995588E+00,+351.91587E-03
-109.82813E-03,+326.79017E-03,+372.01648E-03
-109.79948E-03,+271.51392E-03,+2.92478017E+00
-109.77083E-03,+2.67854896E+00,+3.04035792E+00
-109.74219E-03,+2.95995583E+00,+728.80026E-03
-109.71354E-03,+648.39819E-03,+366.99139E-03
-109.68490E-03,+276.53908E-03,+2.39714203E+00
-109.65625E-03,+2.23131283E+00,+3.04035789E+00
-109.62760E-03,+2.95995581E+00,+1.14588564E+00
-109.59896E-03,+1.15593581E+00,+366.99141E-03
-109.57031E-03,+286.58934E-03,+1.98508179E+00
-109.54167E-03,+1.86950385E+00,+3.04035788E+00
-109.51302E-03,+2.95995581E+00,+1.59814686E+00
-109.48438E-03,+1.57804628E+00,+361.96628E-03
-109.45573E-03,+286.58931E-03,+1.60819746E+00
-109.42708E-03,+1.31674015E+00,+3.04035790E+00
-109.39844E-03,+2.95493071E+00,+2.00015681E+00
-109.36979E-03,+2.00518184E+00,+361.96624E-03
-109.34115E-03,+296.63953E-03,+1.10568503E+00
-109.31250E-03,+929.80560E-03,+3.03533282E+00
-109.28385E-03,+2.95493077E+00,+2.43231748E+00
-109.25521E-03,+2.49764401E+00,+356.94107E-03
-109.22656E-03,+301.66459E-03,+774.02686E-03
-109.19792E-03,+492.61982E-03,+3.03533290E+00
-109.16927E-03,+2.95493082E+00,+2.90970425E+00
-109.14063E-03,+2.80920166E+00,+356.94100E-03
-109.11198E-03,+301.66454E-03,+372.01696E-03
-109.08333E-03,+266.48923E-03,+2.98508168E+00
-109.05469E-03,+2.67854901E+00,+3.04035749E+00
-109.02604E-03,+2.95995541E+00,+698.64945E-03
-108.99740E-03,+658.44837E-03,+372.01691E-03
-108.96875E-03,+276.53942E-03,+2.47754413E+00
-108.94010E-03,+2.18608685E+00,+3.04035751E+00
-108.91146E-03,+2.95995548E+00,+1.01523226E+00
-108.88281E-03,+1.15593565E+00,+366.99173E-03
-108.85417E-03,+281.56449E-03,+2.06548397E+00
-108.82552E-03,+1.81925281E+00,+3.04035759E+00
-108.79688E-03,+2.95493042E+00,+1.49764415E+00
-108.76823E-03,+1.55794554E+00,+361.96654E-03
-108.73958E-03,+286.58951E-03,+1.71875045E+00
