x-axis,1,2
second,Volt,Volt
-110.000000E-03,+2.984924570E+00,+2.954773881E+00
-109.996630E-03,+2.984924570E+00,+462.311585E-03
-109.993260E-03,+2.984924570E+00,+301.507588E-03
-109.989890E-03,+2.984924553E+00,+381.909570E-03
-109.986520E-03,+2.904522582E+00,+301.507599E-03
-109.983150E-03,+2.984924570E+00,+381.909614E-03
-109.979779E-03,+2.984924537E+00,+462.311596E-03
-109.976409E-03,+2.904522561E+00,+462.311558E-03
-109.973039E-03,+2.904522604E+00,+381.909543E-03
-109.969669E-03,+2.984924570E+00,+301.507626E-03
-109.966299E-03,+2.984922785E+00,+381.909586E-03
-109.962929E-03,+331.658266E-03,+381.909527E-03
-109.959559E-03,+331.658266E-03,+301.507642E-03
-109.956189E-03,+331.658196E-03,+381.909586E-03
-109.952819E-03,+251.256257E-03,+381.909662E-03
-109.949449E-03,+251.256338E-03,+462.311596E-03
-109.946078E-03,+331.658180E-03,+462.311509E-03
-109.942708E-03,+251.256349E-03,+381.909586E-03
-109.939338E-03,+331.658169E-03,+381.909586E-03
-109.935968E-03,+251.256257E-03,+381.912978E-03
-109.932598E-03,+251.256257E-03,+3.035175890E+00
-109.929228E-03,+251.256257E-03,+3.035175890E+00
-109.925858E-03,+251.256376E-03,+3.035176009E+00
-109.922488E-03,+331.658142E-03,+3.115577650E+00
-109.919118E-03,+251.256257E-03,+2.954773881E+00
-109.915748E-03,+251.256257E-03,+2.954773881E+00
-109.912377E-03,+251.256398E-03,+2.954774021E+00
-109.909007E-03,+331.658120E-03,+3.035175744E+00
-109.905637E-03,+251.261255E-03,+2.954774183E+00
-109.902267E-03,+2.904522717E+00,+3.115577742E+00
-109.898897E-03,+2.984924570E+00,+3.035176052E+00
-109.895527E-03,+2.984924570E+00,+3.115577564E+00
-109.892157E-03,+2.984924570E+00,+2.954774054E+00
-109.888787E-03,+2.984924570E+00,+3.035176068E+00
-109.885417E-03,+2.984924386E+00,+3.115577899E+00
-109.882047E-03,+2.904522750E+00,+3.115577899E+00
-109.878676E-03,+2.984924375E+00,+3.115571278E+00
-109.875306E-03,+2.904522561E+00,+381.909586E-03
-109.871936E-03,+2.904522972E+00,+381.909586E-03
-109.868566E-03,+3.065326157E+00,+381.909797E-03
-109.865196E-03,+2.904522561E+00,+462.311379E-03
-109.861826E-03,+2.904522561E+00,+381.909586E-03
-109.858456E-03,+2.904522788E+00,+381.909586E-03
-109.855086E-03,+2.984924337E+00,+381.909354E-03
-109.851716E-03,+2.904522799E+00,+301.507815E-03
