x-axis,1,2
second,Volt,Volt
-5.000000E-03,+50.408269E-03,+2.944880665E+00
-4.998698E-03,+40.358018E-03,+2.939855539E+00
-4.997396E-03,+35.332896E-03,+2.939855539E+00
-4.996094E-03,+45.383144E-03,+2.939855541E+00
-4.994792E-03,+45.383141E-03,+2.944880665E+00
-4.993490E-03,+40.358014E-03,+2.944880665E+00
-4.992188E-03,+35.334475E-03,+2.944880684E+00
-4.990885E-03,+1.683575432E+00,+2.964981139E+00
-4.989583E-03,+2.889604225E+00,+2.939855558E+00
-4.988281E-03,+2.894629337E+00,+2.954930916E+00
-4.986979E-03,+2.889604219E+00,+2.954930908E+00
-4.985677E-03,+2.889604219E+00,+2.949905799E+00
-4.984375E-03,+2.889604219E+00,+2.954930916E+00
-4.983073E-03,+2.889604219E+00,+2.954930916E+00
-4.981771E-03,+2.889604230E+00,+2.954930938E+00
-4.980469E-03,+2.894629357E+00,+2.964981167E+00
-4.979167E-03,+2.899654470E+00,+2.964981154E+00
-4.977865E-03,+2.899654456E+00,+2.959956041E+00
-4.976563E-03,+2.894629258E+00,+2.959948443E+00
-4.975260E-03,+2.864478652E+00,+321.764366E-03
-4.973958E-03,+2.884579093E+00,+75.533946E-03
-4.972656E-03,+2.884579127E+00,+70.508870E-03
-4.971354E-03,+2.894629309E+00,+80.559070E-03
-4.970052E-03,+2.884579149E+00,+75.534091E-03
-4.968750E-03,+2.899654451E+00,+110.709706E-03
-4.967448E-03,+2.894629345E+00,+75.533982E-03
-4.966146E-03,+2.894629345E+00,+80.559108E-03
-4.964844E-03,+2.894629323E+00,+85.584213E-03
-4.963542E-03,+2.889604219E+00,+85.584190E-03
-4.962240E-03,+2.889604219E+00,+80.559064E-03
-4.960938E-03,+2.889596163E+00,+75.533986E-03
-4.959635E-03,+1.211206345E+00,+80.559037E-03
-4.958333E-03,+15.232442E-03,+70.508862E-03
-4.957031E-03,+25.282695E-03,+75.533988E-03
-4.955729E-03,+35.332947E-03,+80.559087E-03
-4.954427E-03,+45.383144E-03,+80.559087E-03
-4.953125E-03,+45.383115E-03,+80.559058E-03
-4.951823E-03,+40.358048E-03,+75.533962E-03
-4.950521E-03,+45.383205E-03,+75.534084E-03
-4.949219E-03,+55.433395E-03,+95.634401E-03
-4.947917E-03,+55.433331E-03,+85.584181E-03
-4.946615E-03,+45.383078E-03,+80.571779E-03
-4.945313E-03,+35.332960E-03,+2.015238714E+00
-4.944010E-03,+45.383075E-03,+2.949905756E+00
-4.942708E-03,+35.332893E-03,+2.944880629E+00
