2006-12-31,12:44:34,45874.3200000000,1.91468,1.91468,108.29,-6.08582,
2006-12-31,12:44:34,45874.3300000000,1.90476,1.91468,108.19,-6.08887,
2006-12-31,12:44:34,45874.3400000000,1.90476,1.91468,108.39,-6.09528,
2006-12-31,12:44:34,45874.3500000000,1.91468,1.90476,108.403,-6.0968,
2006-12-31,12:44:34,45874.3600000000,1.90476,1.91476,108.203,-6.09192,
2006-12-31,12:44:34,45874.3700000000,1.90476,1.90476,108.38,-6.08582,
2006-12-31,12:44:34,45874.3800000000,1.89483,1.91468,108.365,-6.08582,
2006-12-31,12:44:34,45874.3900000000,1.90476,1.90476,108.465,-6.08582,
2006-12-31,12:44:34,45874.4000000000,1.90476,1.91468,108.442,-6.08887,
2006-12-31,12:44:34,45874.4100000000,1.90476,1.91468,108.542,-6.09192,
2006-12-31,12:44:34,45874.4200000000,1.91468,1.91468,108.566,-6.09528,
2006-12-31,12:44:34,45874.4300000000,1.90476,1.90476,108.466,-6.0968,
2006-12-31,12:44:34,45874.4400000000,1.90476,1.91468,108.365,-6.09833,
2006-12-31,12:44:34,45874.4500000000,1.90476,1.91468,108.265,-6.09985,
2006-12-31,12:44:34,45874.4600000000,1.91468,1.91468,108.34,-6.0968,
2006-12-31,12:44:34,45874.4700000000,1.90476,1.91468,108.403,-6.0868,
2006-12-31,12:44:34,45874.4800000000,1.91476,1.91468,108.353,-6.0968,
2006-12-31,12:44:34,45874.4900000000,1.89483,1.91468,108.302,-6.0868,
2006-12-31,12:44:34,45874.5000000000,1.90483,1.9246,108.352,-6.09985,
2006-12-31,12:44:34,45874.5100000000,1.89483,1.91468,108.318,-6.08985,
2006-12-31,12:44:34,45874.5200000000,1.89483,1.91468,108.268,-6.0968,
2006-12-31,12:44:34,45874.5300000000,1.90476,1.91468,108.367,-6.09985,
2006-12-31,12:44:34,45874.5400000000,1.91468,1.91468,108.247,-6.09833,
2006-12-31,12:44:34,45874.5500000000,1.90476,1.9246,108.232,-6.0968,
2006-12-31,12:44:34,45874.5600000000,1.90476,1.91468,108.282,-6.09192,
2006-12-31,12:44:34,45874.5700000000,1.90476,1.91468,108.357,-6.08887,
2006-12-31,12:44:34,45874.5800000000,1.90476,1.91468,108.307,-6.08582,
2006-12-31,12:44:34,45874.5900000000,1.90476,1.91468,108.407,-6.08429,
