2004-10-13,09:01:20,32480.1000000000,25.2434,5.44434,
2004-10-13,09:01:20,32480.2000000000,25.3387,5.43434,
2004-10-13,09:01:20,32480.3000000000,25.354,5.43549,
2004-10-13,09:01:20,32480.4000000000,25.3387,5.42549,
2004-10-13,09:01:20,32480.5000000000,25.3235,5.42664,
2004-10-13,09:01:20,32480.6000000000,25.3387,5.42145,
2004-10-13,09:01:20,32480.7000000000,25.3387,5.42786,
2004-10-13,09:01:20,32480.8000000000,25.354,5.43549,
2004-10-13,09:01:20,32480.9000000000,25.3387,5.43549,
2004-10-13,09:01:21,32481.0000000000,25.3387,5.42549,
2004-10-13,09:01:21,32481.1000000000,25.3883,5.44549,
2004-10-13,09:01:21,32481.2000000000,25.354,5.43671,
2004-10-13,09:01:21,32481.3000000000,25.3387,5.4303,
2004-10-13,09:01:21,32481.4000000000,25.354,5.43549,
2004-10-13,09:01:21,32481.5000000000,25.3731,5.43945,
2004-10-13,09:01:21,32481.6000000000,25.3387,5.4303,
2004-10-13,09:01:21,32481.7000000000,25.3387,5.43152,
2004-10-13,09:01:21,32481.8000000000,25.3387,5.42389,
2004-10-13,09:01:21,32481.9000000000,25.3731,5.43389,
2004-10-13,09:01:22,32482.0000000000,25.3387,5.42511,
2004-10-13,09:01:22,32482.1000000000,25.3387,5.42267,
2004-10-13,09:01:22,32482.2000000000,25.3387,5.43267,
2004-10-13,09:01:22,32482.3000000000,25.3731,5.44586,
2004-10-13,09:01:22,32482.4000000000,25.3731,5.44189,
2004-10-13,09:01:22,32482.5000000000,25.3235,5.43945,
2004-10-13,09:01:22,32482.6000000000,25.3082,5.42945,
2004-10-13,09:01:22,32482.7000000000,25.3731,5.44312,
2004-10-13,09:01:22,32482.8000000000,25.3731,5.43312,
2004-10-13,09:01:22,32482.9000000000,25.3387,5.42664,
2004-10-13,09:01:23,32483.0000000000,25.3235,5.42389,
2004-10-13,09:01:23,32483.1000000000,25.3731,5.43389,
2004-10-13,09:01:23,32483.2000000000,25.3883,5.44586,
2004-10-13,09:01:23,32483.3000000000,25.3387,5.43586,
2004-10-13,09:01:23,32483.4000000000,25.3731,5.43427,
2004-10-13,09:01:23,32483.5000000000,25.3731,5.43671,
2004-10-13,09:01:23,32483.6000000000,25.354,5.42908,
2004-10-13,09:01:23,32483.7000000000,25.3883,5.43793,
2004-10-13,09:01:23,32483.8000000000,25.3731,5.43671,
2004-10-13,09:01:23,32483.9000000000,25.3883,5.44312,
2004-10-13,09:01:24,32484.0000000000,25.3883,5.44312,
2004-10-13,09:01:24,32484.1000000000,25.3387,5.43312,
2004-10-13,09:01:24,32484.2000000000,25.3731,5.43304,
2004-10-13,09:01:24,32484.3000000000,25.3387,5.43427,
2004-10-13,09:01:24,32484.4000000000,25.3731,5.44067,
2004-10-13,09:01:24,32484.5000000000,25.3387,5.43549,
2004-10-13,09:01:24,32484.6000000000,25.354,5.43549,
2004-10-13,09:01:24,32484.7000000000,25.354,5.44312,
2004-10-13,09:01:24,32484.8000000000,25.3731,5.43427,
2004-10-13,09:01:24,32484.9000000000,25.3235,5.4303,
2004-10-13,09:01:25,32485.0000000000,25.3387,5.42389,
2004-10-13,09:01:25,32485.1000000000,25.3731,5.43389,
2004-10-13,09:01:25,32485.2000000000,25.354,5.44312,
2004-10-13,09:01:25,32485.3000000000,25.354,5.43312,
2004-10-13,09:01:25,32485.4000000000,25.354,5.43549,
2004-10-13,09:01:25,32485.5000000000,25.3387,5.43304,
2004-10-13,09:01:25,32485.6000000000,25.3235,5.43152,
2004-10-13,09:01:25,32485.7000000000,25.3883,5.44152,
2004-10-13,09:01:25,32485.8000000000,25.3731,5.43304,
2004-10-13,09:01:25,32485.9000000000,25.3731,5.44067,
2004-10-13,09:01:26,32486.0000000000,25.3731,5.43427,
2004-10-13,09:01:26,32486.1000000000,25.354,5.43427,
2004-10-13,09:01:26,32486.2000000000,25.354,5.43304,
2004-10-13,09:01:26,32486.3000000000,25.3387,5.42664,
2004-10-13,09:01:26,32486.4000000000,25.3387,5.43304,
2004-10-13,09:01:26,32486.5000000000,25.3387,5.43152,
2004-10-13,09:01:26,32486.6000000000,25.3731,5.44067,
2004-10-13,09:01:26,32486.7000000000,25.3235,5.43067,
2004-10-13,09:01:26,32486.8000000000,25.3731,5.43549,
2004-10-13,09:01:26,32486.9000000000,25.354,5.4303,
2004-10-13,09:01:27,32487.0000000000,25.354,5.4203,
2004-10-13,09:01:27,32487.1000000000,25.354,5.43427,
2004-10-13,09:01:27,32487.2000000000,25.3731,5.42908,
2004-10-13,09:01:27,32487.3000000000,25.3731,5.43908,
2004-10-13,09:01:27,32487.4000000000,25.3731,5.42908,
2004-10-13,09:01:27,32487.5000000000,25.3731,5.43304,
2004-10-13,09:01:27,32487.6000000000,25.3883,5.44189,
2004-10-13,09:01:27,32487.7000000000,25.354,5.43189,
2004-10-13,09:01:27,32487.8000000000,25.3387,5.42511,
2004-10-13,09:01:27,32487.9000000000,25.354,5.43304,
2004-10-13,09:01:28,32488.0000000000,25.3387,5.42304,
2004-10-13,09:01:28,32488.1000000000,25.354,5.43671,
2004-10-13,09:01:28,32488.2000000000,25.354,5.43152,
2004-10-13,09:01:28,32488.3000000000,25.354,5.42664,
2004-10-13,09:01:28,32488.4000000000,25.354,5.42145,
2004-10-13,09:01:28,32488.5000000000,25.3387,5.42145,
2004-10-13,09:01:28,32488.6000000000,25.3731,5.43145,
2004-10-13,09:01:28,32488.7000000000,25.3731,5.43152,
2004-10-13,09:01:28,32488.8000000000,25.354,5.43671,
2004-10-13,09:01:28,32488.9000000000,25.3731,5.44189,
2004-10-13,09:01:29,32489.0000000000,25.3731,5.43945,
2004-10-13,09:01:29,32489.1000000000,25.3731,5.44189,
2004-10-13,09:01:29,32489.2000000000,25.3387,5.43189,
2004-10-13,09:01:29,32489.3000000000,25.354,5.42389,
2004-10-13,09:01:29,32489.4000000000,25.3731,5.42786,
2004-10-13,09:01:29,32489.5000000000,25.3387,5.42908,
2004-10-13,09:01:29,32489.6000000000,25.3235,5.42389,
2004-10-13,09:01:29,32489.7000000000,25.3731,5.43389,
2004-10-13,09:01:29,32489.8000000000,25.3731,5.43427,
2004-10-13,09:01:29,32489.9000000000,25.354,5.42908,
2004-10-13,09:01:30,32490.0000000000,25.354,5.43152,
2004-10-13,09:01:30,32490.1000000000,25.3883,5.44152,
2004-10-13,09:01:30,32490.2000000000,25.354,5.4303,
2004-10-13,09:01:30,32490.3000000000,25.3731,5.4403,
2004-10-13,09:01:30,32490.4000000000,25.3883,5.44434,
2004-10-13,09:01:30,32490.5000000000,25.354,5.43434,
2004-10-13,09:01:30,32490.6000000000,25.3731,5.44189,
2004-10-13,09:01:30,32490.7000000000,25.3731,5.43671,
2004-10-13,09:01:30,32490.8000000000,25.3731,5.43793,
2004-10-13,09:01:30,32490.9000000000,25.3731,5.43793,
2004-10-13,09:01:31,32491.0000000000,25.3731,5.43549,
2004-10-13,09:01:31,32491.1000000000,25.3731,5.42549,
2004-10-13,09:01:31,32491.2000000000,25.354,5.4303,
2004-10-13,09:01:31,32491.3000000000,25.3731,5.43152,
2004-10-13,09:01:31,32491.4000000000,25.3387,5.4303,
2004-10-13,09:01:31,32491.5000000000,25.3731,5.43304,
2004-10-13,09:01:31,32491.6000000000,25.354,5.43152,
2004-10-13,09:01:31,32491.7000000000,25.3731,5.43427,
2004-10-13,09:01:31,32491.8000000000,25.3731,5.44067,
2004-10-13,09:01:31,32491.9000000000,25.354,5.43152,
2004-10-13,09:01:32,32492.0000000000,25.354,5.42267,
2004-10-13,09:01:32,32492.1000000000,25.354,5.42908,
2004-10-13,09:01:32,32492.2000000000,25.3731,5.43427,
2004-10-13,09:01:32,32492.3000000000,25.3387,5.42427,
2004-10-13,09:01:32,32492.4000000000,25.3387,5.43427,
2004-10-13,09:01:32,32492.5000000000,25.4036,5.44189,
2004-10-13,09:01:32,32492.6000000000,25.3235,5.43304,
2004-10-13,09:01:32,32492.7000000000,25.3387,5.43304,
2004-10-13,09:01:32,32492.8000000000,25.3235,5.42389,
2004-10-13,09:01:32,32492.9000000000,25.3082,5.42267,
2004-10-13,09:01:33,32493.0000000000,25.3235,5.43152,
2004-10-13,09:01:33,32493.1000000000,25.3235,5.42152,
2004-10-13,09:01:33,32493.2000000000,25.3235,5.43152,
2004-10-13,09:01:33,32493.3000000000,25.3235,5.44152,
2004-10-13,09:01:33,32493.4000000000,25.354,5.43152,
2004-10-13,09:01:33,32493.5000000000,25.3235,5.4303,
2004-10-13,09:01:33,32493.6000000000,25.3387,5.4403,
2004-10-13,09:01:33,32493.7000000000,25.3082,5.42389,
2004-10-13,09:01:33,32493.8000000000,25.3387,5.43389,
2004-10-13,09:01:33,32493.9000000000,25.293,5.4187,
2004-10-13,09:01:34,32494.0000000000,25.3387,5.4287,
2004-10-13,09:01:34,32494.1000000000,25.3082,5.43427,
2004-10-13,09:01:34,32494.2000000000,25.3082,5.42427,
2004-10-13,09:01:34,32494.3000000000,25.3082,5.42145,
2004-10-13,09:01:34,32494.4000000000,25.3082,5.42267,
2004-10-13,09:01:34,32494.5000000000,25.3082,5.43152,
2004-10-13,09:01:34,32494.6000000000,25.2739,5.42152,
2004-10-13,09:01:34,32494.7000000000,25.3082,5.43549,
2004-10-13,09:01:34,32494.8000000000,25.2739,5.42549,
2004-10-13,09:01:34,32494.9000000000,25.2739,5.42023,
2004-10-13,09:01:35,32495.0000000000,25.3235,5.43023,
2004-10-13,09:01:35,32495.1000000000,25.293,5.42908,
2004-10-13,09:01:35,32495.2000000000,25.3235,5.43908,
2004-10-13,09:01:35,32495.3000000000,25.293,5.43549,
2004-10-13,09:01:35,32495.4000000000,25.293,5.43427,
2004-10-13,09:01:35,32495.5000000000,25.3082,5.42664,
2004-10-13,09:01:35,32495.6000000000,25.2586,5.4187,
2004-10-13,09:01:35,32495.7000000000,25.2739,5.42023,
2004-10-13,09:01:35,32495.8000000000,25.2739,5.42664,
2004-10-13,09:01:35,32495.9000000000,25.2739,5.42145,
2004-10-13,09:01:36,32496.0000000000,25.2434,5.42786,
2004-10-13,09:01:36,32496.1000000000,25.2739,5.42664,
2004-10-13,09:01:36,32496.2000000000,25.3082,5.42908,
2004-10-13,09:01:36,32496.3000000000,25.2586,5.42786,
2004-10-13,09:01:36,32496.4000000000,25.3082,5.43549,
2004-10-13,09:01:36,32496.5000000000,25.2586,5.42549,
2004-10-13,09:01:36,32496.6000000000,25.3082,5.43427,
2004-10-13,09:01:36,32496.7000000000,25.2586,5.42427,
2004-10-13,09:01:36,32496.8000000000,25.2586,5.42786,
2004-10-13,09:01:36,32496.9000000000,25.293,5.43786,
2004-10-13,09:01:37,32497.0000000000,25.2434,5.42267,
2004-10-13,09:01:37,32497.1000000000,25.2434,5.4187,
2004-10-13,09:01:37,32497.2000000000,25.293,5.4287,
2004-10-13,09:01:37,32497.3000000000,25.2434,5.42267,
2004-10-13,09:01:37,32497.4000000000,25.2434,5.42908,
2004-10-13,09:01:37,32497.5000000000,25.293,5.43671,
2004-10-13,09:01:37,32497.6000000000,25.2434,5.42671,
2004-10-13,09:01:37,32497.7000000000,25.2586,5.42664,
2004-10-13,09:01:37,32497.8000000000,25.293,5.4303,
2004-10-13,09:01:37,32497.9000000000,25.2586,5.42664,
2004-10-13,09:01:38,32498.0000000000,25.2434,5.4187,
2004-10-13,09:01:38,32498.1000000000,25.2586,5.42389,
2004-10-13,09:01:38,32498.2000000000,25.2434,5.42664,
2004-10-13,09:01:38,32498.3000000000,25.2739,5.43664,
2004-10-13,09:01:38,32498.4000000000,25.2281,5.42145,
2004-10-13,09:01:38,32498.5000000000,25.2434,5.42389,
2004-10-13,09:01:38,32498.6000000000,25.2739,5.43389,
2004-10-13,09:01:38,32498.7000000000,25.2434,5.42786,
2004-10-13,09:01:38,32498.8000000000,25.2434,5.42389,
2004-10-13,09:01:38,32498.9000000000,25.2586,5.42908,
2004-10-13,09:01:39,32499.0000000000,25.2434,5.42664,
2004-10-13,09:01:39,32499.1000000000,25.2586,5.43152,
2004-10-13,09:01:39,32499.2000000000,25.2434,5.42908,
2004-10-13,09:01:39,32499.3000000000,25.2281,5.42664,
2004-10-13,09:01:39,32499.4000000000,25.2586,5.42786,
2004-10-13,09:01:39,32499.5000000000,25.2739,5.43671,
2004-10-13,09:01:39,32499.6000000000,25.2281,5.42671,
2004-10-13,09:01:39,32499.7000000000,25.2434,5.42389,
2004-10-13,09:01:39,32499.8000000000,25.2586,5.43389,
2004-10-13,09:01:39,32499.9000000000,25.2586,5.43671,
2004-10-13,09:01:40,32500.0000000000,25.2434,5.42908,
2004-10-13,09:01:40,32500.1000000000,25.2434,5.43152,
2004-10-13,09:01:40,32500.2000000000,25.2434,5.42786,
2004-10-13,09:01:40,32500.3000000000,25.2434,5.42267,
2004-10-13,09:01:40,32500.4000000000,25.2129,5.42145,
2004-10-13,09:01:40,32500.5000000000,25.2281,5.42908,
2004-10-13,09:01:40,32500.6000000000,25.2434,5.43304,
2004-10-13,09:01:40,32500.7000000000,25.2434,5.43427,
2004-10-13,09:01:40,32500.8000000000,25.2434,5.42511,
2004-10-13,09:01:40,32500.9000000000,25.2434,5.42908,
2004-10-13,09:01:41,32501.0000000000,25.2434,5.43427,
2004-10-13,09:01:41,32501.1000000000,25.2281,5.42427,
2004-10-13,09:01:41,32501.2000000000,25.2129,5.41626,
2004-10-13,09:01:41,32501.3000000000,25.2586,5.42626,
2004-10-13,09:01:41,32501.4000000000,25.2281,5.42389,
2004-10-13,09:01:41,32501.5000000000,25.2739,5.43304,
2004-10-13,09:01:41,32501.6000000000,25.2281,5.42786,
2004-10-13,09:01:41,32501.7000000000,25.2129,5.41786,
2004-10-13,09:01:41,32501.8000000000,25.2586,5.42664,
2004-10-13,09:01:41,32501.9000000000,25.2129,5.4187,
2004-10-13,09:01:42,32502.0000000000,25.2586,5.42786,
2004-10-13,09:01:42,32502.1000000000,25.2434,5.42664,
2004-10-13,09:01:42,32502.2000000000,25.2586,5.43152,
2004-10-13,09:01:42,32502.3000000000,25.2434,5.42664,
2004-10-13,09:01:42,32502.4000000000,25.2434,5.42786,
2004-10-13,09:01:42,32502.5000000000,25.2129,5.42389,
2004-10-13,09:01:42,32502.6000000000,25.2281,5.42786,
2004-10-13,09:01:42,32502.7000000000,25.2281,5.42267,
2004-10-13,09:01:42,32502.8000000000,25.2281,5.42664,
2004-10-13,09:01:42,32502.9000000000,25.2434,5.4303,
2004-10-13,09:01:43,32503.0000000000,25.2129,5.4203,
2004-10-13,09:01:43,32503.1000000000,25.2281,5.42267,
2004-10-13,09:01:43,32503.2000000000,25.2434,5.43267,
2004-10-13,09:01:43,32503.3000000000,25.2281,5.42389,
2004-10-13,09:01:43,32503.4000000000,25.2434,5.42664,
2004-10-13,09:01:43,32503.5000000000,25.2281,5.4303,
2004-10-13,09:01:43,32503.6000000000,25.2129,5.42389,
2004-10-13,09:01:43,32503.7000000000,25.2434,5.43389,
2004-10-13,09:01:43,32503.8000000000,25.2586,5.43549,
2004-10-13,09:01:43,32503.9000000000,25.2586,5.42549,
2004-10-13,09:01:44,32504.0000000000,25.2434,5.43793,
2004-10-13,09:01:44,32504.1000000000,25.2434,5.42793,
2004-10-13,09:01:44,32504.2000000000,25.1938,5.41626,
2004-10-13,09:01:44,32504.3000000000,25.2434,5.42626,
2004-10-13,09:01:44,32504.4000000000,25.2281,5.42908,
2004-10-13,09:01:44,32504.5000000000,25.2281,5.43152,
2004-10-13,09:01:44,32504.6000000000,25.2281,5.43793,
2004-10-13,09:01:44,32504.7000000000,25.2129,5.42793,
2004-10-13,09:01:44,32504.8000000000,25.2434,5.43304,
2004-10-13,09:01:44,32504.9000000000,25.2129,5.42304,
2004-10-13,09:01:45,32505.0000000000,25.2129,5.42389,
2004-10-13,09:01:45,32505.1000000000,25.2281,5.4303,
2004-10-13,09:01:45,32505.2000000000,25.2434,5.43793,
2004-10-13,09:01:45,32505.3000000000,25.1938,5.42793,
2004-10-13,09:01:45,32505.4000000000,25.2434,5.42786,
2004-10-13,09:01:45,32505.5000000000,25.2281,5.43427,
2004-10-13,09:01:45,32505.6000000000,25.2129,5.42427,
2004-10-13,09:01:45,32505.7000000000,25.2129,5.43671,
2004-10-13,09:01:45,32505.8000000000,25.1938,5.42671,
2004-10-13,09:01:45,32505.9000000000,25.1938,5.41626,
2004-10-13,09:01:46,32506.0000000000,25.2281,5.42626,
2004-10-13,09:01:46,32506.1000000000,25.2281,5.42908,
